signed char samples [] = {4, -2, 2, -3, -3, -1, -2, 3, -2, 6, -4, 0, -1, 1, -1, -2,
5, -4, -12, -3, 8, 25, 1, 1, -2, 66, 28, 3, 22, 10, 2, 1,
-6, 1, 4, -1, -9, 0, -10, -3, -9, -52, -24, -2, -52, -14, -24, -3,
15, 10, 19, 9, 10, 7, 2, 1, -4, -13, 19, 4, 28, 6, -5, -12,
-1, -16, -17, 0, -2, -7, 2, 0, -6, 27, 7, -1, -22, -2, -7, 15,
2, -4, -5, -7, -1, 17, 6, -5, 13, -8, -34, -6, 12, 1, 7, -20,
-4, 2, -23, -1, -2, 5, -8, -6, -14, -11, -24, -7, -3, 6, -3, 4,
-18, -9, 1, -4, 0, -4, 3, -8, -41, -1, -7, 3, 7, -1, 4, -1,
18, 48, -2, -2, -4, -2, -7, -1, -5, 16, -7, -5, -1, -4, -1, -6,
-3, -34, -32, -1, -4, -4, 2, 2, 3, -13, 7, 5, -3, 1, -12, 5,
-11, -30, -1, -3, 1, -1, -2, -9, 8, -40, -26, -11, -3, -3, 9, 1,
-3, 19, 10, 5, 11, 0, -3, -1, 2, 67, 48, 9, 8, -2, -3, -5,
-18, 90, 4, 4, 7, -38, -11, -12, -5, -65, -25, -1, -3, 4, 7, 5,
21, -38, 15, 0, -11, 5, 7, 11, 46, 61, 25, -8, -6, -6, 1, -4,
4, -82, -22, -3, -2, -2, -6, 0, 1, 17, 42, 13, 20, 6, 7, -7,
-21, 6, -21, -23, -14, 1, -4, -9, 35, -65, -66, -20, 13, -1, 7, 11,
-24, -110, -25, 12, 38, 10, -2, -12, -7, -16, 50, 7, -25, -5, -10, -11,
34, 127, 36, 24, 40, 18, 20, 12, -61, -5, -2, -8, -27, -12, -2, 3,
-43, -41, 18, -3, -11, 7, -8, -3, 28, 87, 25, 16, 34, 14, 17, 11,
-7, 14, -21, -46, -51, -25, -4, -6, 30, 51, 10, 12, 3, 8, 0, 4,
17, -47, -18, -12, -2, 3, 1, 8, 2, -28, -15, 4, 7, 7, 6, -5,
-5, -34, -44, -2, 9, 0, 2, -2, 23, 4, -90, -21, 15, -6, -7, -13,
10, 12, 48, 16, 12, 13, 3, 4, -35, -113, 82, 52, 15, 7, 5, -1,
-13, -2, -5, 17, 12, 4, 1, 0, 14, 19, -11, -17, -22, -8, 1, -6,
-5, 17, 7, 5, -11, -2, 6, 3, 26, -28, -27, -13, 2, 0, -2, -25,
-8, -12, 5, -10, -11, -6, -5, -10, -40, 14, 3, -6, 3, 4, 2, 2,
3, 28, -23, -3, 4, -4, -5, -1, 7, 6, -30, -15, -10, -6, -5, 1,
9, -9, 20, 8, 1, 9, 8, 1, -5, 5, 25, 5, -1, 1, -1, 9,
13, 5, 12, -4, -8, 8, 2, 4, 3, -7, -10, 2, -2, -4, -1, 17,
14, -19, -12, -3, -1, -4, -1, -2, 5, -12, -19, 0, 3, -2, -7, 5,
-27, 13, -5, -10, -8, -5, -4, -7, -10, 7, -15, -5, -11, -7, -2, 3,
34, 4, 20, 13, 15, -1, -1, 6, -11, -31, 6, 7, 1, 14, 2, 8,
-11, -20, -13, -4, -6, -4, 0, 1, -1, 39, 8, -4, -4, -12, -4, 2,
0, -11, 3, -8, -5, -3, -3, -3, -14, -18, 17, 9, -1, -4, -2, -2,
5, 21, -2, -2, 5, 7, 5, 4, -10, 13, -10, -10, 1, -2, 0, 4,
-7, -29, 2, 8, -1, 1, -1, 1, 32, -11, -21, -7, -11, -7, 0, 3,
-6, -15, -3, -2, -4, 3, 0, -1, -38, 15, -1, -4, 1, 4, -2, -5,
-10, 27, 1, -2, -6, -6, -4, -3, 24, 0, 33, 17, 7, 4, 5, 5,
24, 3, 13, 8, 2, 9, 3, 5, -19, -22, -25, -14, -9, -6, -4, -10,
-8, -11, 0, 3, 2, -1, 3, 0, -7, 0, -1, -5, -2, -1, -4, -2,
10, -15, -18, -19, -12, -4, -2, -4, 5, 14, 11, 3, -3, -1, 1, 4,
-10, -1, 3, 1, 1, -3, -2, -2, 7, -5, 12, 6, 4, 1, 1, 2,
12, 7, -3, 3, 4, 3, 2, 3, -10, -7, -12, -13, -10, -2, -2, -8,
2, -1, 2, 2, 2, -2, -3, -3, -3, -14, -22, -3, -3, -2, -1, -2,
4, 1, 14, 6, -4, -1, -1, 1, -29, 6, 12, 10, 8, 0, -1, -3,
-15, 22, 5, 0, -3, 1, 1, -2, -10, -8, 5, -2, -1, -1, -1, 1,
-7, 1, -26, -7, 0, 1, -1, -3, 10, 13, -9, -14, -9, -3, -4, 4,
35, -17, 25, 0, -1, -3, 0, 5, -39, -16, 7, 7, -2, -2, -2, -21,
3, 3, 3, -1, -4, -1, 1, 2, 33, 9, -8, -1, 0, 0, 2, 13,
-18, -18, 2, 1, 3, 0, -1, -2, -3, -22, 7, -2, -1, 0, 0, 1,
3, -8, -4, -1, -1, 1, -1, 0, 10, 5, -15, -9, -3, -3, -1, 1,
-19, 15, -7, -2, 1, -2, -3, -4, -18, -9, 8, 4, 1, -3, -1, -3,
-1, -4, 0, -1, 0, -3, 0, -2, 66, 26, -3, -5, -4, -3, -3, -4,
5, -10, 1, 2, -2, 1, -1, 1, -25, -21, 6, 3, 0, 1, 0, -11,
4, 15, 3, 1, -3, -1, 0, -1, 15, 9, -4, -1, 2, 1, 1, 9,
-6, -3, -9, -8, -5, -1, -1, -2, -1, -6, -8, -3, -1, -3, -1, -4,
-1, -7, -4, 0, -1, -2, -1, -2, 6, 7, 3, -3, -1, -1, 0, 0,
0, 27, 4, 1, -3, -4, -2, -2, -10, 4, 4, 2, 0, 0, 0, -1,
11, 8, 8, 4, 2, 1, -1, 1, 0, -6, -6, -4, -3, -4, -3, -10,
2, 5, 6, 9, 1, 2, 0, 1, -2, 2, 3, -2, -1, -1, -1, 2,
-35, -21, -5, -6, -5, -1, -2, -4, -16, -5, 7, 1, 0, -2, -1, -7,
40, 16, -5, -12, -8, -5, -3, -4, 7, -3, -3, -3, -2, -2, -1, -2,
31, 8, 5, -3, 2, 2, 6, 15, -15, -2, -8, -4, -3, 0, -3, -8,
-15, -22, -6, -5, 0, -1, -1, 0, 7, 5, 1, -1, -2, -1, -1, 3,
5, 8, 3, 3, -1, -1, 0, 0, -9, -3, 11, 3, 1, -1, -1, -1,
-26, -31, 1, 7, 3, -1, -1, -5, 2, -8, -24, -6, -1, -2, -1, -7,
-6, 12, 4, 1, -1, -2, 0, -4, -72, -6, 5, 0, 1, -2, -5, -4,
3, 5, -4, 0, 0, -2, -2, -3, 26, 8, 12, 1, 0, 0, 4, 19,
2, 6, 1, 1, -1, 1, 0, 1, -15, -5, -8, -8, -1, -2, -1, -2,
-6, 0, 0, -1, 0, 0, -1, -1, 1, 2, 5, 1, 0, 0, -1, 0,
5, 5, -3, -4, -2, -2, -3, -2, 3, 8, -2, 1, -1, -1, 0, -9,
-12, -4, 0, 2, 0, -1, 0, 1, -14, -12, -3, 2, -1, -3, -5, -21,
-4, 3, -3, -2, -1, -5, -4, -6, -16, -5, -3, 0, -1, 0, 1, -10,
6, -7, -4, -2, 2, 3, 4, 3, 4, 2, 4, 1, -1, 0, 0, 3,
-6, -4, 3, -5, -3, 1, -1, -3, 15, -3, -5, -3, -3, -3, -1, 1,
-7, -3, 1, 1, -1, -1, -2, -3, 5, 0, -4, 0, -1, -2, -3, 4,
6, 9, 0, 1, -1, 1, 1, 0, -8, 1, -1, -2, -1, 1, 1, 10,
1, -9, -3, -2, -3, -4, -5, -1, -1, -5, -2, -2, -1, -2, -1, 5,
-5, -7, -5, -3, 0, -1, -2, -4, 15, 1, 0, -1, 0, 4, 1, 2,
1, 8, -1, 0, 0, 0, -1, -1, -2, 1, -4, -3, -1, -12, -2, 0,
5, 4, -1, 0, 2, -2, 0, 1, -4, -2, -1, 1, -2, 1, 0, 4,
-8, -10, 0, -3, -1, -2, -1, 0, -3, -4, 1, 0, -2, -1, -2, 0,
-3, 1, -4, -2, -2, -2, -1, -1, 5, 2, -1, -3, -2, 0, -1, 4,
3, -10, -1, -2, 0, -3, -2, 0, -3, 1, -3, -2, -1, 4, 1, 3,
3, 3, 2, 3, 1, 4, 1, 0, -4, -5, -6, -2, -2, -4, -2, 2,
-3, 5, 1, -2, 0, -2, -1, 1, -1, -2, 0, 0, -3, 1, -1, 1,
-2, 1, -8, -11, -10, -5, -4, -3, 15, 4, -3, -4, -2, -1, -1, -1,
-5, -12, -9, -5, -1, -1, 0, -1, -7, -2, -3, -1, -2, 1, -3, -1,
-2, -6, -4, -2, -2, -1, -1, -1, -2, -5, 0, 0, 0, -1, -1, 0,
-6, -28, 2, 5, 1, 1, -1, -3, 2, 2, 1, 1, 1, 2, -1, -5,
-7, 1, 6, 7, 0, -2, 0, -2, -1, -3, -1, 0, -1, -2, -2, -6,
11, 38, 2, -3, 1, -1, 1, 3, -7, -4, -3, -3, -4, 0, -4, -9,
-5, -10, -5, -2, -1, -1, -1, -3, -3, -3, 2, -1, -2, -1, 1, 1,
-3, 14, -6, -5, -2, -1, -1, -1, 2, 1, 2, 0, -1, -2, -1, -5,
-1, -7, 3, 4, 2, -1, 0, -2, 0, 6, -3, -2, -1, -4, -1, 6,
-5, -10, -4, -1, -5, -1, -2, -2, -6, -13, -1, 4, 2, 1, 2, 7,
5, 0, -4, -6, -1, -1, 1, 0, 15, -3, -5, -1, -2, 0, -2, 1,
0, 5, -5, -8, -2, -1, -1, -2, 4, -2, 1, 0, 0, 0, 1, 4,
-4, -5, -2, 2, 3, 0, -1, -1, 1, 7, 8, -1, -2, -3, -1, -12,
-2, 6, 8, 7, 0, -4, -2, 1, -5, 5, -9, 0, 0, 1, 1, -11,
2, 10, 5, 5, 2, 6, 5, 1, -7, -4, -7, -4, -1, -3, -3, -8,
-5, -12, -3, -1, -2, -1, -1, -2, -3, -1, 3, 0, -1, -1, -1, -5,
2, 3, -2, -7, 0, -1, -1, -1, 1, -1, 0, -2, -1, -1, -1, -2,
-1, -8, -9, -6, -2, -1, -2, -3, 3, 4, 3, -2, -2, -1, 0, 4,
0, 1, -3, -3, -3, -6, -4, 0, -2, -2, -1, 1, 1, -1, -1, 3,
2, 2, 5, 4, 2, -1, 0, 1, -2, -2, -5, -2, -1, 7, -1, 9,
0, 0, 6, 7, 3, 1, 2, 0, 2, -2, -2, 1, -4, -11, -1, 5,
-3, 4, 4, 1, 1, 0, -2, -3, -1, -1, -1, -1, -2, -1, -3, 0,
-7, -13, -11, -9, -1, -1, -3, -3, -3, 1, 2, -3, -4, -3, -2, 0,
1, -2, -1, -1, 0, 0, 1, 0, -5, -3, 1, -3, -1, 0, -1, 0,
10, -6, -4, -1, -3, -1, -3, -3, 2, -2, -2, 0, 2, 4, 0, 3,
-2, -19, 1, 5, 0, 2, 0, 0, 1, 0, -1, -1, -1, -2, 0, 2,
5, 19, 12, 10, 3, 2, -2, 1, -15, -2, -1, 1, 0, 1, -2, -3,
1, -14, 1, 2, -1, 0, 0, -2, 8, -1, 1, 0, -2, -3, -2, -4,
-9, 2, -5, -4, -2, -4, -2, -4, 23, 1, -4, -5, -3, 0, 0, 1,
-4, -12, -9, -9, -3, -2, 0, -2, 8, 0, -2, -2, -1, -2, -2, 3,
1, -12, -15, -13, -6, -3, 0, -2, -15, 3, 1, 1, -1, 2, -1, -9,
-1, 7, -1, -8, -1, -4, -3, 0, -15, -14, -3, -1, 1, -2, -1, -2,
-1, -3, 9, 12, 4, 3, 2, 1, -4, 2, 13, 1, 1, 0, 0, -1,
2, 9, 13, 4, 0, 2, 1, 0, 1, -5, -27, -5, -3, 0, -1, -2,
-2, 4, -10, -13, -3, -3, -3, -1, 8, 3, -3, 1, 0, 1, -1, 3,
-1, -2, -10, -7, -5, -3, -3, -1, -1, 3, 2, -5, -3, -6, -2, -1,
-2, 4, -4, -3, 0, 1, -1, 1, -4, -5, 0, 0, -3, 0, -1, -2,
1, 3, 10, 8, 1, 0, -2, 0, -2, 0, 10, 1, 1, 1, -1, -3,
2, 9, 14, 11, 2, 1, 1, 1, 1, 4, -4, 0, 1, -2, -1, -1,
-3, -3, -1, 0, 1, 1, -1, -2, -2, 3, -1, 3, -1, -2, -2, -3,
0, -5, -12, -10, -2, 0, -2, 0, -4, -3, -3, -3, -1, 0, -1, -3,
-3, -3, -12, -2, -1, 0, 0, 0, -5, -2, 2, -1, -3, -1, -1, -4,
2, 9, 31, -3, -4, -2, -2, -2, 2, -6, -4, -3, -1, 0, -1, -1,
-1, 6, 3, 3, 0, -1, 0, 2, 1, 1, 1, -1, 0, 0, 0, -2,
1, 2, 0, 0, 0, -3, 1, 0, 0, 4, 0, 2, 1, -1, 1, -3,
-2, 0, -8, 0, 1, 1, -1, 0, -4, -1, 18, 8, 0, -1, -1, -2,
-1, -1, -1, 4, 3, 2, 2, -1, 2, -4, -19, -16, -5, -2, -1, 0,
-2, -6, -11, -1, 0, -1, 0, -1, 0, 9, -9, -1, -3, -1, -3, -4,
-4, -3, -5, -10, -3, -5, -2, -2, -4, -7, -21, -5, -4, -1, -3, -1,
-3, -3, -7, -4, -2, -2, -1, -2, -4, -6, 3, -3, 0, -2, -3, -1,
6, -4, -6, -1, -3, -2, -1, 2, 2, -3, 14, 5, 1, 0, -2, 0,
-1, -1, 7, 4, 0, 1, 1, -1, 0, 10, 8, 2, -1, 0, 1, 1,
-2, 0, -1, 2, 1, 1, 0, 0, -3, 3, 25, 7, 1, 0, -2, -6,
0, 3, -4, -3, 0, -1, 0, -1, -7, -28, -53, -16, -4, -1, -2, -2,
-3, -2, -5, -1, 0, -1, -1, 0, 5, 8, 2, -2, -1, -1, 0, 0,
-1, -2, -3, -7, -2, -2, -1, 0, -2, -7, -5, -5, -1, -2, -3, -3,
-2, -3, -1, -1, -3, -3, 0, -1, -2, 2, 12, 1, 0, -1, -1, 4,
-1, 1, 7, 1, 0, -2, -1, -1, -8, 12, 14, 5, 1, -1, -1, -5,
-1, 1, 1, 6, 2, -1, -2, -3, 9, -10, -4, 0, 0, -2, 1, -1,
-1, -1, 3, -1, -1, 2, 2, 1, -2, -5, 1, 3, 0, -3, -1, -2,
0, 0, 1, -2, -2, -1, -2, 0, 1, -1, -10, -3, -1, -2, -1, -1,
1, 2, 0, 0, 0, 1, -1, 0, 0, 3, 7, -3, -1, -1, -2, 1,
-3, -6, -13, -6, -1, -1, -3, -2, -6, -2, -6, 0, 0, -2, 0, -7,
1, 1, 5, 5, 0, 2, 0, 0, 2, 0, 2, -1, 0, -2, -3, 11,
-4, -5, -3, -3, -1, 1, -1, -4, 1, -1, -4, -1, 0, -1, 1, 0,
20, 9, 3, 3, 5, 7, 8, 7, 1, 5, -4, -1, -3, -2, 0, -2,
3, -3, 0, 1, -6, -10, -2, -2, -3, -8, 6, 1, 1, -1, -1, -1,
1, 4, 7, 5, 0, -1, 0, 0, -1, -3, -2, -1, -1, 0, 0, -3,
0, -4, -16, -20, -5, 0, 1, 0, -4, -4, -9, -4, -2, -1, -1, -3,
-14, -13, -10, -8, -1, -1, -5, -6, 7, 7, 10, 3, 3, 0, 0, 0,
-36, -8, -6, -3, -3, 0, -2, -6, -21, 0, 6, -2, -2, -2, -2, -9,
36, 9, 5, 3, -1, 0, 3, 5, -9, -12, -22, -8, -5, -5, -2, 0,
4, 7, 13, 12, 3, 0, -2, 1, 11, -2, -10, -1, -2, -2, -1, 4,
1, 4, 3, 1, -2, -2, 0, -1, 2, 3, 7, 4, -1, 1, 1, -1,
-1, -3, -4, 0, 1, 0, 0, -1, 4, -2, 3, -3, -2, -4, -1, -1,
-18, -4, 6, 2, 0, -2, -3, -3, -3, -3, 1, -2, -1, -3, -2, -11,
-2, -1, 3, 5, -2, 0, 2, -2, 3, 2, 1, -1, 0, 0, 2, 10,
-2, -3, -8, -8, -3, -3, -3, -3, -5, 0, -1, 0, 1, -1, -1, -1,
-1, -8, -17, -12, -4, -2, -2, -2, -6, -1, -3, 3, 1, 2, 1, 2,
-1, 3, -1, 1, 2, 0, -1, 0, 1, 2, 6, 0, 0, 1, 0, -2,
8, 2, 6, 5, 2, -2, -1, 1, 1, -3, -3, -1, 1, 0, -2, -2,
-2, 4, 8, 1, -1, -3, -2, 0, 1, -3, -14, -2, -2, -1, -1, 0,
5, 0, -7, -4, 1, 1, 1, 0, 2, 5, 8, -1, -1, 0, -1, 0,
-3, -4, -5, -8, -5, -1, -3, -2, 7, -6, -1, 0, 0, -1, 1, 2,
-4, -4, -13, -11, -4, -3, -2, -2, -5, -3, 0, -2, -2, -2, -2, -8,
-2, -1, 8, 11, 0, -2, -2, -1, -4, 1, 3, 0, 0, 1, 0, -1,
4, 5, 6, 4, 2, 2, 1, 2, 0, -5, -2, -3, -3, -1, -3, -1,
-2, -1, 1, 0, 1, 0, -1, -1, 0, 4, 2, 1, 0, 0, -1, -1,
-5, 1, 3, 2, -1, 0, -3, -2, -7, -3, -3, -1, -1, 0, -2, -4,
-2, -1, -2, -3, -1, -1, 0, 0, -1, -1, 4, -2, -3, -3, -1, -2,
5, -1, -2, -1, -1, 0, 1, -1, 5, 0, -8, -1, -1, 0, 0, 1,
